iter	RMSE
1667	41792.7323
1668	41773.62112
1669	41766.98519
1670	41751.68216
1671	41733.68114
1672	41728.31611
1673	41718.44961
1674	41709.90991
1675	41698.79597
1676	41692.54427
1677	41684.76618
1678	41680.93382
1679	41670.93731
1680	41657.86365
1681	41652.14288
1682	41626.98222
1683	41624.30543
1684	41619.88656
1685	41608.77924
1686	41596.50044
1687	41585.14152
1688	41568.449
1689	41560.37964
1690	41549.80797
1691	41543.93195
1692	41540.1332
1693	41529.87226
1694	41525.68422
1695	41519.35639
1696	41496.11544
1697	41488.8228
1698	41485.02656
1699	41480.47925
1700	41460.78015
1701	41446.6809
1702	41442.1106
1703	41427.48201
1704	41420.05673
1705	41414.41897
1706	41405.15411
1707	41396.44459
1708	41391.03821
1709	41381.60081
1710	41370.078
1711	41354.46302
1712	41347.44803
1713	41340.66312
1714	41332.07624
1715	41316.87482
1716	41303.32356
1717	41298.45162
1718	41285.034
1719	41274.38984
1720	41266.817
1721	41256.3954
1722	41249.62861
1723	41243.61728
1724	41235.94421
1725	41228.03268
1726	41217.51829
1727	41203.31668
1728	41196.81032
1729	41189.11376
1730	41182.66343
1731	41172.19624
1732	41164.13089
1733	41150.84924
1734	41140.03899
1735	41134.30936
1736	41125.80641
1737	41116.27777
1738	41104.5373
1739	41095.90789
1740	41085.23252
1741	41071.82856
1742	41063.98441
1743	41047.20346
1744	41039.95836
1745	41032.46499
1746	41024.23264
1747	41012.09169
1748	41005.68068
1749	40999.11285
1750	40989.66369
1751	40977.44915
1752	40959.72964
1753	40954.5601
1754	40946.98716
1755	40935.341
1756	40932.32695
1757	40925.14102
1758	40913.07926
1759	40901.92501
1760	40897.28329
1761	40890.84019
1762	40866.97344
1763	40861.03815
1764	40851.11313
1765	40839.83649
1766	40826.9534
1767	40817.98762
1768	40812.97954
1769	40803.60097
1770	40795.35679
1771	40790.59087
1772	40773.93266
1773	40759.65561
1774	40752.54823
1775	40741.77895
1776	40720.07565
1777	40712.36397
1778	40696.32464
1779	40691.42713
1780	40688.01962
1781	40677.42842
1782	40669.01332
1783	40657.81018
1784	40652.74421
1785	40649.41106
1786	40645.92993
1787	40631.40619
1788	40617.63926
1789	40612.48673
1790	40603.34141
1791	40584.02512
1792	40565.41149
1793	40550.91585
1794	40542.77369
1795	40533.68035
1796	40524.79306
1797	40515.53222
1798	40509.34554
1799	40502.09884
1800	40497.8377
1801	40486.69846
1802	40480.00935
1803	40464.50968
1804	40458.69376
1805	40454.10406
1806	40438.56003
1807	40434.90111
1808	40421.91037
1809	40408.17312
1810	40401.37477
1811	40388.11658
1812	40375.53579
1813	40365.9774
1814	40358.2307
1815	40352.8725
1816	40346.36996
1817	40338.65045
1818	40331.09524
1819	40318.19933
1820	40296.2191
1821	40276.68916
1822	40264.88293
1823	40253.96165
1824	40238.65727
1825	40227.7144
1826	40224.61732
1827	40219.2762
1828	40213.08992
1829	40208.25723
1830	40200.61509
1831	40196.24261
1832	40193.77325
1833	40188.12445
1834	40176.8992
1835	40170.94173
1836	40154.00743
1837	40144.48314
1838	40131.09419
1839	40119.6839
1840	40104.52008
1841	40094.49007
1842	40082.23355
1843	40073.13293
1844	40066.41395
1845	40060.1491
1846	40054.44143
1847	40048.74605
1848	40038.1633
1849	40024.65787
1850	40016.52667
1851	40008.68688
1852	39997.3473
1853	39992.27689
1854	39986.27959
1855	39972.74893
1856	39962.18557
1857	39959.23946
1858	39952.91282
1859	39935.69824
1860	39922.42183
1861	39917.54802
1862	39910.66895
1863	39884.89641
1864	39876.79298
1865	39867.32688
1866	39861.13693
1867	39850.85341
1868	39833.43733
1869	39827.29605
1870	39821.47044
1871	39813.46956
1872	39802.22463
1873	39793.03763
1874	39763.66425
1875	39742.87525
1876	39730.03818
1877	39726.59281
1878	39717.8494
1879	39710.6273
1880	39694.01266
1881	39685.25205
1882	39673.18647
1883	39665.36233
1884	39653.27586
1885	39637.53679
1886	39628.983
1887	39620.94952
1888	39609.46401
1889	39604.22807
1890	39600.77935
1891	39584.38139
1892	39577.42946
1893	39563.37264
1894	39556.68172
1895	39546.71068
1896	39538.90952
1897	39534.08041
1898	39523.60083
1899	39515.70924
1900	39500.91968
1901	39483.11127
1902	39476.30305
1903	39468.30458
1904	39457.09939
1905	39447.2857
1906	39439.19036
1907	39437.1015
1908	39416.89299
1909	39404.02083
1910	39392.37178
1911	39386.01715
1912	39376.51428
1913	39362.64201
1914	39351.13021
1915	39344.82337
1916	39340.82929
1917	39319.61162
1918	39312.86189
1919	39309.88174
1920	39297.31154
1921	39288.57166
1922	39279.48948
1923	39272.05129
1924	39262.49535
1925	39245.50205
1926	39226.91151
1927	39222.78793
1928	39210.84127
1929	39193.55923
1930	39187.41295
1931	39177.93711
1932	39172.83902
1933	39169.49601
1934	39160.94921
1935	39151.73847
1936	39147.14612
1937	39136.73342
1938	39130.49615
1939	39124.45327
1940	39121.07779
1941	39107.34061
1942	39098.81938
1943	39088.50879
1944	39084.34335
1945	39076.33018
1946	39068.9607
1947	39053.06299
1948	39046.99879
1949	39038.67468
1950	39024.98099
1951	39020.43947
